,City,Cloudiness,Country,Humidity,Date,Lat,Lng,Max Temp,Wind Speed
384,hunchun,97,CN,52,1558330596,42.86,130.36,64.0,9.15
385,tura,42,IN,54,1558330597,25.52,90.21,93.7,6.98
386,lazaro cardenas,0,MX,23,1558330597,28.39,-105.62,70.66,21.77
387,brae,75,GB,87,1558330597,60.4,-1.35,50.0,4.25
388,price,90,US,100,1558330597,39.6,-110.81,39.0,11.41
389,portland,90,US,76,1558330584,45.52,-122.67,57.2,4.7
390,lolodorf,78,CM,93,1558330598,3.23,10.73,74.8,0.58
391,port-gentil,40,GA,88,1558330598,-0.72,8.78,80.6,8.05
392,belmonte,84,PT,93,1558330598,40.36,-7.35,42.01,1.39
393,cabo san lucas,5,MX,73,1558330368,22.89,-109.91,73.99,4.7
394,beira,90,ES,100,1558330599,43.2,-8.36,46.0,2.24
395,chilca,20,PE,60,1558330599,-13.22,-72.34,41.0,4.7
396,sabalgarh,0,IN,14,1558330599,26.25,77.41,101.8,4.12
397,zhigansk,93,RU,70,1558330599,66.77,123.37,29.62,3.04
398,ratnapura,4,IN,16,1558330599,17.9,77.63,104.14,2.89
399,rancagua,8,CL,60,1558330600,-34.17,-70.74,45.46,2.51
400,revelstoke,75,CA,76,1558330600,50.99,-118.19,50.0,3.36
401,yar-sale,100,RU,92,1558330600,66.83,70.83,30.16,19.66
402,severo-yeniseyskiy,56,RU,58,1558330556,60.37,93.04,51.58,6.29
403,north branch,1,US,86,1558330473,45.51,-92.98,41.0,6.38
404,poum,75,MK,82,1558330341,41.28,20.71,55.4,3.36
405,mangaratiba,0,BR,94,1558330601,-22.96,-44.04,72.0,5.82
406,vannes,90,FR,100,1558330601,47.66,-2.76,51.01,11.41
407,brindisi,0,IT,67,1558330602,40.63,17.94,64.0,8.05
408,onega,0,RU,62,1558330602,63.91,38.09,43.84,3.71
409,kholtoson,0,RU,16,1558330602,50.3,103.31,68.14,5.5
410,toma,75,JP,38,1558330602,43.82,142.6,75.2,21.92
411,lodja,92,CD,76,1558330602,-3.52,23.6,76.6,1.32
412,zernograd,5,RU,58,1558330603,46.84,40.3,69.58,11.95
413,chahuites,4,MX,80,1558330603,16.29,-94.19,79.84,0.58
414,moba,4,CD,85,1558330603,-7.04,29.77,67.06,3.53
415,hualmay,67,PE,93,1558330604,-11.1,-77.61,64.9,18.45
416,deoria,0,IN,15,1558330604,26.5,83.79,104.68,5.21
417,karaton,20,ID,55,1558330604,-6.34,106.1,93.0,11.41
418,sistranda,40,NO,87,1558330604,63.73,8.83,55.0,3.36
419,tiarei,40,PF,69,1558330605,-17.53,-149.33,82.0,4.7
420,berlevag,75,NO,81,1558330605,70.86,29.09,39.2,16.11
421,payo,65,ID,47,1558330605,-3.75,103.64,87.22,4.45
422,skierniewice,75,PL,93,1558330605,51.96,20.14,71.01,10.29
423,mbala,3,ZM,84,1558330606,-8.85,31.37,65.62,5.28
424,constitucion,5,MX,32,1558330340,23.99,-104.67,66.2,10.29
425,turukhansk,94,RU,93,1558330606,65.8,87.96,40.78,11.34
426,wewak,88,PG,72,1558330606,-3.55,143.63,83.62,5.61
427,siwan,0,IN,14,1558330606,26.22,84.36,104.5,5.28
428,kommunisticheskiy,100,RU,68,1558330607,61.68,64.48,39.52,9.17
429,nouadhibou,0,MR,88,1558330339,20.93,-17.03,64.4,16.11
430,abeche,79,TD,16,1558330562,13.83,20.83,97.3,2.64
431,vestmannaeyjar,100,IS,91,1558330375,63.44,-20.27,46.18,0.58
432,namwala,2,ZM,56,1558330607,-15.75,26.45,65.26,4.74
433,tarbagatay,0,RU,13,1558330608,51.48,107.36,64.4,4.47
434,balkhash,0,KZ,60,1558330608,46.84,74.98,68.0,13.42
435,great falls,90,US,69,1558330608,47.5,-111.29,42.8,11.41
436,ambilobe,1,MG,64,1558330608,-13.19,49.05,81.64,5.03
437,valley city,1,US,64,1558330355,46.92,-98.0,39.2,3.09
438,pokhara,1,NP,33,1558330609,28.21,83.99,70.3,9.22
439,uarini,100,BR,99,1558330609,-2.98,-65.16,74.08,2.08
440,ous,75,RU,64,1558330609,60.91,61.52,41.32,10.38
441,skjervoy,0,NO,57,1558330610,70.03,20.97,51.8,16.11
442,van,20,TR,55,1558330610,38.51,43.37,63.0,8.05
443,fredonia,75,CO,100,1558330610,5.93,-75.67,59.0,2.24
444,amahai,76,ID,66,1558330610,-3.31,129.0,86.14,6.78
445,caraballeda,40,VE,94,1558330611,10.61,-66.85,73.0,4.7
446,ancud,40,CL,100,1558330359,-41.87,-73.83,39.2,9.17
447,kuminskiy,100,RU,59,1558330611,58.67,66.57,47.44,10.09
448,karasjok,0,NO,56,1558330611,69.47,25.52,44.6,21.92
449,quatre cocos,75,MU,88,1558330612,-20.21,57.76,79.0,14.99
450,maceio,0,BR,94,1558330612,-9.67,-35.74,73.4,3.36
451,kargil,99,PK,50,1558330612,34.56,76.13,38.08,2.24
452,saint-georges,100,CA,95,1558330439,46.12,-70.67,48.99,7.83
453,ahuimanu,75,US,74,1558330435,21.44,-157.84,82.4,11.41
454,port augusta,40,AU,40,1558330613,-32.49,137.76,71.6,12.75
455,saint-augustin,40,FR,93,1558330613,44.83,-0.61,55.4,4.7
456,nelson bay,0,AU,56,1558330413,-32.72,152.14,72.0,4.7
457,watsa,99,CD,84,1558330614,3.04,29.53,72.28,1.34
458,aden,97,YE,46,1558330593,12.79,45.03,92.8,12.26
459,vanimo,61,PG,74,1558330614,-2.67,141.3,84.16,10.8
460,high level,1,CA,25,1558330614,58.52,-117.13,60.8,6.93
461,the valley,20,AI,74,1558330521,18.22,-63.06,80.6,11.41
462,bani,63,PH,60,1558330615,15.89,120.27,91.18,11.72
463,quchan,22,IR,23,1558330615,37.11,58.51,71.38,3.04
464,inuvik,40,CA,61,1558330615,68.36,-133.71,46.4,5.82
465,hay river,75,CA,46,1558330616,60.82,-115.79,53.6,2.24
466,egvekinot,1,RU,90,1558330616,66.32,-179.17,24.04,4.94
467,viraganur,26,IN,31,1558330616,11.48,78.74,97.3,4.27
468,akropong,20,GH,88,1558330616,5.97,-0.09,78.8,6.93
469,alyangula,75,AU,74,1558330617,-13.85,136.42,84.2,9.17
470,archdale,1,US,73,1558330617,35.91,-79.97,75.2,10.29
471,cairns,75,AU,78,1558330453,-16.92,145.77,77.0,8.05
472,plymouth,1,GB,92,1558330343,50.37,-4.14,48.99,5.01
473,zhangjiakou,0,CN,24,1558330617,40.77,114.88,55.72,27.4
474,havelock,1,US,83,1558330618,34.88,-76.9,75.2,6.93
475,beisfjord,0,NO,58,1558330618,68.38,17.6,55.99,6.93
476,ketchikan,1,US,71,1558330618,55.34,-131.65,55.4,6.93
477,parabel,55,RU,44,1558330618,58.71,81.5,55.0,22.1
478,kupang,85,ID,63,1558330468,-10.16,123.6,88.48,11.18
479,rodeo,0,MX,22,1558330619,25.18,-104.56,67.96,5.77
480,ustrzyki dolne,63,UA,75,1558330619,49.43,22.59,69.01,4.79
481,araguaina,100,BR,96,1558330459,-7.19,-48.21,72.1,2.01
482,chegdomyn,100,RU,84,1558330619,51.13,133.04,50.86,6.96
483,verkhoyansk,0,RU,21,1558330620,67.55,133.39,36.64,4.45
484,tierra blanca,0,MX,56,1558330620,18.45,-96.36,85.42,2.98
485,sainte-maxime,99,FR,93,1558330621,43.31,6.64,57.0,1.12
486,vaitape,59,PF,78,1558330621,-16.52,-151.75,82.9,11.88
487,beloha,79,MG,71,1558330621,-25.17,45.06,74.8,11.63
488,oppdal,8,NO,66,1558330621,62.6,9.69,55.18,0.78
489,zyryanka,100,RU,50,1558330622,65.73,150.89,30.34,13.31
490,abha,0,SA,59,1558330622,18.22,42.5,66.2,6.93
491,xinxiang,12,CN,12,1558330622,35.3,113.88,77.32,8.19
492,novobataysk,0,RU,37,1558330622,46.9,39.78,69.8,8.95
493,promyshlennaya,0,RU,30,1558330623,54.92,85.64,68.0,15.66
494,edd,100,ER,46,1558330623,13.93,41.69,93.16,1.92
495,puerto narino,75,CO,100,1558330623,-3.77,-70.38,77.0,3.36
496,clovis,75,US,76,1558330623,36.83,-119.7,55.4,9.17
497,sobolevo,8,RU,69,1558330360,54.43,31.9,65.62,9.6
498,pihuamo,0,MX,74,1558330624,19.25,-103.38,62.56,2.8
499,sovetskoye,97,UA,70,1558330624,45.57,34.49,71.02,8.05
500,sumbe,69,AO,86,1558330624,-11.2,13.84,77.32,5.59
501,lubbock,40,US,59,1558330334,33.58,-101.86,66.2,20.8
502,linfen,7,CN,8,1558330625,36.09,111.52,77.32,7.36
503,mandalgovi,0,MN,18,1558330625,45.76,106.27,62.2,15.1
504,miyako,90,JP,93,1558330625,33.63,130.94,70.0,10.29
505,plyussa,97,RU,64,1558330626,58.42,29.37,67.42,4.92
506,krasnyy oktyabr,68,RU,43,1558330626,56.12,38.88,55.54,4.45
507,mandan,90,US,93,1558330626,46.83,-100.89,42.01,5.82
508,lebedinyy,0,RU,32,1558330626,58.52,125.52,46.72,9.22
509,sidney,75,US,61,1558330627,47.72,-104.16,48.2,3.4
510,isiro,98,CD,91,1558330627,2.77,27.62,73.0,1.48
511,kavaratti,40,IN,70,1558330627,10.57,72.64,87.8,6.93
512,athens,18,US,88,1558330595,34.8,-86.97,70.0,5.66
513,krasnovishersk,77,RU,42,1558330628,60.4,57.08,46.18,10.89
514,antsohihy,1,MG,68,1558330628,-14.88,47.99,78.94,6.33
515,tonk,0,IN,20,1558330628,26.16,75.79,100.9,5.53
516,tobol,0,SE,93,1558330628,59.83,12.54,53.6,8.05
517,blagoveshchensk,75,RU,100,1558330629,50.29,127.53,48.2,11.18
518,raudeberg,0,NO,87,1558330629,61.99,5.14,55.0,3.36
519,kure,90,JP,88,1558330629,34.22,132.64,73.4,5.82
520,ouesso,57,CG,80,1558330630,1.61,16.05,74.98,1.34
521,kaniama,12,CD,74,1558330630,-7.57,24.18,72.82,4.54
522,sabang,23,PH,57,1558330630,13.72,123.58,91.54,2.46
523,sergeyevka,87,KZ,41,1558330630,53.88,67.42,48.52,7.07
524,tateyama,75,JP,30,1558330631,36.66,137.31,86.0,18.34
525,borovichi,70,RU,52,1558330631,58.39,33.91,62.2,5.7
526,vinh,59,VN,25,1558330631,18.67,105.69,108.28,6.26
527,jaunjelgava,12,LV,63,1558330631,56.62,25.08,68.0,4.0
528,casper,90,US,100,1558330632,42.87,-106.31,36.0,16.11
529,kongolo,43,CD,66,1558330632,-5.39,27.0,75.52,6.35
530,sinjai,31,ID,55,1558330632,-5.12,120.25,85.96,7.31
531,boulder city,75,US,31,1558330397,35.98,-114.83,62.6,18.34
532,ulagan,98,RU,50,1558330633,50.63,87.96,53.92,12.3
533,taree,96,AU,56,1558330633,-31.91,152.46,73.0,11.41
534,pangkalanbuun,44,ID,54,1558330516,-2.68,111.62,91.0,4.85
535,punta de bombon,94,PE,90,1558330633,-17.17,-71.79,60.04,5.41
536,grootfontein,0,NA,44,1558330633,-19.56,18.1,46.4,3.36
537,dawlatabad,0,AF,22,1558330634,36.41,64.91,84.52,3.87
538,ljungby,90,SE,100,1558330441,56.83,13.94,59.0,4.7
539,puerto leguizamo,100,CO,99,1558330634,-0.19,-74.78,71.2,2.1
540,sinnamary,95,GF,84,1558330634,5.38,-52.96,80.56,9.44
541,kieta,100,PG,62,1558330634,-6.22,155.63,85.6,0.78
542,kiunga,100,PG,93,1558330635,-6.12,141.3,82.36,2.06
